Record_ID,Year,Season,Crop,State,Farm_Size_Category,Area_Hectares,Soil_Type,Soil_pH,Seed_Variety,Irrigation_Method,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Water_Usage_mm,Water_Efficiency,Labor_Hours_per_ha,Yield_tonnes_per_ha,Production_tonnes,Market_Price_per_ton,Storage_Loss_pct,Revenue_INR,Cost_INR,Profit_INR,Disease_Incidence_pct,Pest_Incidence_pct
1476,2022,Rabi,Mustard,Jharkhand,Medium,1.21,Sandy,7.14,High-Yield Variety,Rainfed,175.3,21.4,62.5,130.3,2.56,170.2,1.549,266.0,2.637,3.19,1879.7,5.03,5694.72,55684.13,-49989.41,11.3,8.8
1477,2023,Kharif,Rice,Chhattisgarh,Medium,1.27,Black,,High-Yield Variety,Borewell,740.0,28.0,76.5,127.2,3.69,579.4,1.017,146.0,5.893,7.48,1725.6,8.91,11757.78,65213.78,-53456.0,35.5,37.3
1478,2021,Zaid,Soybean,Chhattisgarh,Small,1.61,Clay,6.38,High-Yield Variety,Canal,5.0,33.4,35.0,102.5,4.76,300.7,1.164,432.0,3.499,5.63,1846.1,1.94,10192.11,78154.35,-67962.24,27.9,30.4
1479,2021,Zaid,Sugarcane,Punjab,Medium,5.73,Clay,5.7,High-Yield Variety,Rainfed,172.7,32.6,50.9,,3.11,200.5,9.849,332.0,19.747,113.15,1776.9,8.14,184681.71,231735.18,-47053.47,43.1,26.1
1480,2022,Kharif,Groundnut,West Bengal,Small,1.1,Sandy,6.37,High-Yield Variety,Borewell,828.9,32.7,85.6,134.5,3.78,582.9,0.554,305.0,,3.55,1761.5,8.32,5732.7,64710.17,-58977.47,31.4,26.3
1481,2021,Kharif,Groundnut,Bihar,Large,3.5,Loamy,7.01,Traditional,Canal,882.8,25.8,79.2,132.1,4.28,522.6,0.871,492.0,4.554,15.94,1787.8,6.07,26767.65,182689.65,-155922.0,45.0,48.7
1482,2023,Zaid,Sugarcane,Uttar Pradesh,Large,1.19,Black,6.52,High-Yield Variety,Drip,36.0,30.6,46.6,99.6,4.07,137.9,19.912,320.0,27.45,32.67,1541.4,2.67,49016.34,59883.49,-10867.15,22.9,25.1
1483,2024,Rabi,Rice,Uttar Pradesh,Small,2.65,Loamy,6.72,High-Yield Variety,Canal,171.5,23.6,53.3,138.2,2.85,289.2,1.889,299.0,5.462,14.47,1876.6,9.42,24595.09,116264.83,-91669.74,26.4,24.1
1484,2024,Kharif,Barley,Jharkhand,Medium,1.53,Alluvial,7.25,High-Yield Variety,Canal,850.9,32.0,65.8,134.7,3.67,518.2,0.972,218.0,5.034,7.7,1952.6,7.72,13874.83,78633.6,-64758.77,19.1,11.5
1485,2024,Rabi,Maize,Jharkhand,Large,2.81,Alluvial,7.14,Traditional,Rainfed,284.3,19.2,62.3,110.2,1.98,163.8,3.149,179.0,5.159,14.5,1888.3,7.22,25404.13,118710.15,-93306.02,36.0,24.0
1486,2023,Kharif,Maize,Bihar,Small,1.6,Sandy,5.39,High-Yield Variety,Canal,780.7,30.9,73.9,69.8,5.31,526.7,1.233,378.0,6.493,10.39,1738.6,8.05,16609.49,91631.77,-75022.28,37.8,39.6
1487,2022,Rabi,Maize,West Bengal,Small,5.03,Loamy,6.58,Traditional,Sprinkler,156.7,18.8,62.1,29.2,2.94,283.8,2.231,369.0,6.332,31.85,1983.2,8.55,57766.54,221119.67,-163353.13,26.1,17.6
1488,2024,Rabi,Soybean,Assam,Medium,2.83,Sandy,7.36,Traditional,Borewell,283.6,21.3,61.6,131.7,4.48,358.4,1.127,247.0,4.04,11.43,2182.4,6.97,23205.27,124931.5,-101726.23,25.1,22.9
1489,2021,Kharif,Mustard,Assam,Large,2.43,Black,6.98,Traditional,Borewell,903.6,29.1,81.7,193.7,3.97,575.2,0.613,409.0,3.529,8.58,1761.9,2.96,14669.93,124012.35,-109342.42,41.2,40.9
1490,2021,Kharif,Groundnut,Assam,Large,2.65,Loamy,7.27,High-Yield Variety,Sprinkler,743.7,26.1,81.7,82.8,3.32,434.3,0.957,237.0,4.158,11.02,1719.8,7.56,17519.89,132537.35,-115017.46,43.6,28.6
1491,2021,Rabi,Soybean,Odisha,Medium,3.14,Loamy,6.57,High-Yield Variety,Canal,109.9,22.0,49.5,107.5,3.5,262.0,1.733,319.0,4.542,14.26,2313.6,9.11,29984.4,136525.84,-106541.44,17.0,10.4
1492,2024,Kharif,Groundnut,Uttar Pradesh,Small,2.74,Sandy,6.66,High-Yield Variety,Borewell,864.0,29.9,93.6,138.6,5.39,579.9,0.662,310.0,3.84,10.52,1992.3,8.92,19090.63,134397.93,-115307.3,38.6,33.4
1493,2022,Rabi,Maize,Bihar,Small,1.41,Sandy,6.42,High-Yield Variety,Sprinkler,145.5,23.4,58.4,168.1,3.26,186.2,3.221,361.0,5.997,8.46,1886.8,9.9,14382.43,73354.43,-58972.0,16.9,17.9
1494,2024,Zaid,Sugarcane,Bihar,Small,2.1,Sandy,6.55,High-Yield Variety,Rainfed,110.6,31.3,41.4,95.9,2.69,177.0,10.794,308.0,19.106,40.12,1697.1,1.26,67227.09,96724.38,-29497.29,17.3,17.9
1495,2024,Rabi,Maize,Odisha,Medium,2.04,Black,6.25,High-Yield Variety,Sprinkler,148.8,23.3,58.0,184.9,2.41,237.4,2.65,326.0,6.29,12.83,2133.3,5.48,25870.31,96961.08,-71090.77,25.0,27.1
1496,2023,Zaid,Mustard,Punjab,Large,2.07,Sandy,6.23,Traditional,Borewell,75.2,33.9,33.2,101.9,3.61,344.4,0.447,262.0,1.541,3.19,1701.7,8.39,4973.09,92664.0,-87690.91,32.0,31.0
1497,2024,Kharif,Barley,Bihar,Medium,1.19,Loamy,6.35,Traditional,Borewell,700.4,29.6,76.2,171.8,5.17,532.7,0.899,415.0,4.789,5.7,,5.16,10202.23,72839.22,-62636.99,36.3,26.2
1498,2022,Zaid,Barley,Odisha,Medium,1.2,Sandy,6.9,Traditional,Rainfed,63.1,30.4,47.0,102.8,4.34,130.9,2.513,269.0,3.289,3.95,1887.5,6.65,6959.64,53428.48,-46468.84,27.0,18.3
1499,2021,Rabi,Groundnut,Assam,Small,1.17,Sandy,7.02,Traditional,Sprinkler,184.6,19.0,47.6,81.1,2.87,229.3,1.896,305.0,4.347,5.09,2000.1,8.1,9355.83,56384.69,-47028.86,27.3,17.5
1500,2024,Zaid,Wheat,Assam,Medium,1.89,Loamy,6.14,Traditional,Canal,64.1,33.5,42.1,104.9,2.84,304.0,1.138,300.0,3.459,6.54,1867.8,7.27,11327.61,80671.47,-69343.86,22.8,18.2
1501,2021,Rabi,Groundnut,Bihar,Small,2.79,Alluvial,6.58,Traditional,Canal,,19.8,60.4,119.4,4.16,304.0,1.038,287.0,3.155,8.8,1797.6,6.64,14768.27,126048.94,-111280.67,15.7,12.8
1502,2022,Rabi,Mustard,Odisha,Large,2.44,Black,7.03,Traditional,Canal,,24.2,57.7,98.7,5.11,315.4,0.941,333.0,2.969,7.24,1989.5,7.48,13326.24,109809.37,-96483.13,27.8,18.6
1503,2024,Kharif,Sugarcane,Odisha,Medium,4.04,Alluvial,6.03,High-Yield Variety,Rainfed,789.9,34.6,75.2,124.2,4.13,292.2,9.318,400.0,27.23,110.01,2059.9,5.77,213534.95,196958.28,16576.67,29.5,26.6
1504,2023,Kharif,Maize,Odisha,Medium,2.83,Clay,6.37,High-Yield Variety,,741.7,31.5,77.2,79.4,5.3,338.9,2.045,259.0,6.93,19.61,1896.7,3.31,35962.73,137018.2,-101055.47,41.8,26.0
1505,2024,Rabi,Soybean,Punjab,Small,2.04,Loamy,6.8,High-Yield Variety,Rainfed,196.4,22.8,63.5,137.9,2.45,218.6,1.511,356.0,3.302,6.74,1909.2,6.21,12069.36,92546.74,-80477.38,25.1,24.3
1506,2024,Kharif,Wheat,Punjab,Medium,2.26,Sandy,6.76,Traditional,Borewell,736.2,28.6,84.8,110.9,4.63,677.7,0.677,245.0,4.59,10.37,1810.2,13.08,16316.35,113337.49,-97021.14,39.1,33.3
1507,2021,Rabi,Barley,Odisha,Large,3.59,Black,6.54,High-Yield Variety,Canal,258.3,18.5,61.5,103.3,3.68,340.2,1.246,263.0,4.238,15.21,2064.0,7.56,29020.19,164254.91,-135234.72,19.9,14.4
1508,2022,Rabi,Mustard,Assam,Medium,3.82,Sandy,6.45,Traditional,Drip,301.4,23.3,49.2,152.3,5.58,234.5,1.391,323.0,3.26,12.45,2001.7,7.36,23087.52,164966.25,-141878.73,21.6,21.5
1509,2022,Zaid,Wheat,West Bengal,Medium,1.37,Sandy,6.94,Traditional,Canal,166.0,35.9,43.0,161.1,3.92,362.2,1.248,441.0,4.521,6.19,1459.5,5.94,8497.02,64787.31,-56290.29,31.0,24.6
1510,2021,Rabi,Mustard,Jharkhand,Small,1.04,Black,6.67,High-Yield Variety,Borewell,349.9,19.1,60.4,,4.52,388.4,0.773,324.0,3.003,3.12,2285.0,13.51,6166.21,50414.14,-44247.93,16.3,14.6
1511,2021,Rabi,Maize,Odisha,Medium,1.97,Sandy,7.51,High-Yield Variety,Canal,335.2,21.6,59.4,101.0,5.3,437.4,1.387,305.0,6.065,11.95,2235.6,2.53,26041.11,94724.84,-68683.73,10.9,8.5
1512,2023,Rabi,Rice,Jharkhand,Medium,1.57,Sandy,6.68,Traditional,Sprinkler,312.5,22.5,56.8,150.4,4.08,310.5,1.692,275.0,5.254,8.25,1966.5,3.97,15579.63,74396.77,-58817.14,34.1,25.2
1513,2021,Kharif,Groundnut,Uttar Pradesh,Small,5.18,Alluvial,5.54,High-Yield Variety,Sprinkler,816.8,27.4,75.7,133.0,4.15,465.8,0.713,397.0,3.321,17.2,2165.0,6.18,34937.85,255140.91,-220203.06,39.1,39.3
1514,2022,Zaid,Rice,Assam,Small,3.02,Loamy,6.57,High-Yield Variety,Canal,106.6,34.3,59.5,,2.68,276.2,1.483,421.0,4.096,12.37,1516.2,8.39,17182.35,128506.08,-111323.73,28.3,19.9
1515,2023,Rabi,Rice,Uttar Pradesh,Small,2.83,Clay,6.97,Traditional,Borewell,312.9,19.0,57.9,122.4,1.96,404.3,1.17,203.0,4.732,13.39,1909.2,12.79,22294.77,127934.81,-105640.04,29.7,24.2
1516,2022,Kharif,Sugarcane,Bihar,Medium,4.22,Loamy,7.6,Traditional,Borewell,743.4,29.6,74.9,139.4,2.95,467.5,7.323,267.0,34.233,144.46,2114.4,7.38,282906.33,202346.34,80559.99,49.6,44.8
1517,2023,Rabi,Rice,Assam,Medium,1.9,Sandy,6.91,High-Yield Variety,Canal,241.6,19.9,53.6,136.3,2.72,407.8,1.385,316.0,5.646,10.73,1977.6,5.33,20089.74,86962.14,-66872.4,21.0,20.6
1518,2023,Kharif,Groundnut,Punjab,Large,1.43,Alluvial,6.63,Traditional,Drip,693.0,29.9,66.5,103.1,4.54,290.7,1.336,408.0,3.882,5.55,1838.8,8.42,9346.15,77552.88,-68206.73,50.5,31.4
1519,2022,Zaid,Wheat,Uttar Pradesh,Medium,3.63,Clay,7.63,High-Yield Variety,Canal,,33.9,56.5,125.2,4.52,191.5,1.827,298.0,3.5,12.7,1642.0,3.33,20158.23,159774.45,-139616.22,18.6,15.8
1520,2021,Rabi,Rice,Chhattisgarh,Medium,3.07,Alluvial,7.18,High-Yield Variety,Canal,153.3,22.9,57.9,102.7,6.84,339.1,1.608,317.0,5.451,16.74,2068.1,8.38,31718.74,137901.79,-106183.05,13.9,8.7
1521,2024,Kharif,Maize,Punjab,Medium,1.03,Black,6.36,Traditional,Canal,735.2,29.3,76.4,123.6,4.44,521.1,1.287,360.0,6.708,6.91,1948.2,7.23,12488.54,59520.43,-47031.89,44.7,27.0
1522,2022,Rabi,Wheat,Bihar,Large,1.52,Clay,6.29,High-Yield Variety,Drip,162.7,24.1,57.6,175.1,2.57,211.3,2.272,379.0,,7.3,,7.42,14045.65,83297.44,-69251.79,17.7,13.2
1523,2023,Rabi,Maize,Assam,Small,3.29,Alluvial,5.87,High-Yield Variety,Canal,61.2,26.5,58.6,104.1,2.45,253.8,2.095,266.0,5.315,17.49,2220.7,4.2,37209.65,138331.23,-101121.58,13.6,12.4
1524,2024,Rabi,Groundnut,Assam,Medium,1.11,Loamy,6.6,High-Yield Variety,Rainfed,252.7,23.5,59.8,114.2,3.18,156.3,1.891,295.0,2.956,3.28,1819.1,7.03,5547.51,54320.75,-48773.24,20.1,19.6
1525,2022,Zaid,Sugarcane,Jharkhand,Small,3.23,Clay,6.57,High-Yield Variety,Sprinkler,7.1,36.5,45.4,167.2,1.94,132.3,19.242,241.0,25.454,82.22,1658.7,10.2,122469.22,136584.91,-14115.69,23.6,16.7
1526,2021,Rabi,Barley,West Bengal,Small,0.96,Black,6.95,High-Yield Variety,Borewell,190.7,21.2,52.7,122.6,3.34,309.3,1.414,421.0,4.374,4.2,2212.3,6.46,8692.0,48920.15,-40228.15,9.1,9.0
1527,2023,Kharif,Maize,Bihar,Small,1.59,Loamy,5.99,High-Yield Variety,Canal,838.0,30.4,80.6,145.2,4.23,569.9,1.153,427.0,6.571,10.45,1742.2,7.08,16917.27,85037.07,-68119.8,27.5,25.6
1528,2024,Zaid,Maize,Odisha,Small,3.0,Black,6.09,High-Yield Variety,Borewell,70.2,30.2,49.1,134.7,4.59,304.6,1.251,264.0,3.812,11.44,1339.0,7.54,14162.75,121142.79,-106980.04,38.5,37.3
1529,2024,Zaid,Sugarcane,Odisha,Small,0.84,Sandy,6.68,Traditional,Canal,184.3,35.1,41.5,137.8,3.03,281.2,8.898,287.0,25.022,21.02,1708.0,7.73,33128.85,43956.08,-10827.23,32.9,22.6
1530,2021,Kharif,Maize,Punjab,Medium,2.37,Sandy,5.85,High-Yield Variety,Canal,824.2,28.2,70.7,97.4,3.12,475.3,1.277,282.0,6.068,14.38,1831.3,5.8,24805.96,122774.22,-97968.26,37.1,33.7
1531,2023,Kharif,Mustard,Odisha,Large,3.12,Black,6.58,Traditional,Canal,769.9,24.1,81.2,136.6,3.95,581.1,0.551,442.0,3.203,9.99,1837.0,5.29,17380.24,158009.58,-140629.34,40.1,42.4
1532,2024,Rabi,Barley,Chhattisgarh,Medium,2.68,Clay,6.17,High-Yield Variety,Sprinkler,139.9,22.4,62.4,123.3,2.93,204.1,1.977,353.0,4.034,10.81,2047.0,7.03,20573.03,119211.54,-98638.51,19.3,16.4
1533,2021,Zaid,Groundnut,Assam,Small,1.22,Clay,7.4,Traditional,,45.0,32.4,45.0,141.0,2.17,109.1,3.332,338.0,3.635,4.43,1846.5,7.76,7545.67,56264.47,-48718.8,29.3,31.7
1534,2024,Rabi,Groundnut,West Bengal,Small,2.49,Clay,6.36,High-Yield Variety,Canal,233.7,22.7,60.9,167.0,2.98,306.0,1.075,318.0,3.29,8.19,2103.7,11.07,15321.62,111152.84,-95831.22,37.1,30.6
1535,2024,Kharif,Rice,Jharkhand,Small,2.24,Clay,6.58,High-Yield Variety,Rainfed,848.7,25.7,76.8,174.5,4.48,299.6,1.405,267.0,4.207,9.42,1699.3,10.06,14396.85,115659.87,-101263.02,34.9,31.3
1536,2024,Zaid,Barley,Punjab,Large,3.12,Clay,6.34,Traditional,Canal,94.6,34.7,43.2,143.7,3.53,311.1,1.092,223.0,3.399,10.61,1662.9,3.0,17113.86,128579.48,-111465.62,30.8,26.5
1537,2022,Kharif,Soybean,Chhattisgarh,Small,1.86,Alluvial,6.37,High-Yield Variety,Rainfed,782.6,30.1,83.9,128.0,4.68,281.1,1.121,268.0,3.151,5.86,1839.7,6.39,10091.56,97393.87,-87302.31,41.4,34.6
1538,2022,Rabi,Soybean,West Bengal,Large,2.34,Sandy,5.61,Traditional,Rainfed,272.9,19.7,58.4,146.7,2.33,171.9,1.576,347.0,2.709,6.34,1811.8,4.33,10990.04,102484.44,-91494.4,27.0,17.0
1539,2021,Kharif,Sugarcane,Bihar,Small,1.72,Clay,7.09,High-Yield Variety,Rainfed,737.2,28.5,64.8,120.4,3.91,270.3,10.486,356.0,28.347,48.76,1927.7,7.41,87027.54,93783.9,-6756.36,27.5,19.1
1540,2023,Zaid,Groundnut,West Bengal,Medium,3.17,Clay,6.1,High-Yield Variety,Drip,52.1,29.2,40.6,128.1,3.01,189.0,1.48,337.0,,8.87,1951.6,6.95,16107.24,135661.62,-119554.38,27.9,26.1
1541,2024,Rabi,Soybean,Punjab,Large,3.74,Sandy,6.32,Traditional,Sprinkler,151.3,20.8,52.0,124.1,2.71,205.7,1.816,353.0,3.736,13.97,2005.3,9.36,25390.9,168543.18,-143152.28,19.9,14.2
1542,2023,Rabi,Rice,Odisha,Medium,2.46,Loamy,6.91,High-Yield Variety,Rainfed,147.2,20.8,70.4,117.8,3.25,155.1,2.942,218.0,4.562,11.22,2188.9,5.78,23139.86,108333.91,-85194.05,25.4,26.4
1543,2022,Kharif,Mustard,Chhattisgarh,Medium,1.33,Loamy,6.58,Traditional,Rainfed,776.4,25.9,80.4,138.6,5.72,298.8,0.919,278.0,2.747,3.65,1935.2,10.94,6290.72,74992.06,-68701.34,57.2,52.9
1544,2024,Zaid,Barley,Chhattisgarh,Medium,0.61,Alluvial,6.48,High-Yield Variety,Sprinkler,111.1,33.8,46.3,106.8,2.71,257.0,1.517,224.0,3.898,2.38,1645.6,6.27,3670.87,36230.67,-32559.8,23.8,22.9
1545,2021,Kharif,Rice,Punjab,Medium,1.24,Clay,6.72,High-Yield Variety,Canal,869.6,27.8,91.7,139.7,2.9,521.7,1.119,239.0,5.836,7.24,1866.8,6.34,12659.32,62396.07,-49736.75,46.1,31.9
1546,2023,Zaid,Groundnut,Bihar,Small,2.77,Sandy,6.91,Traditional,Borewell,160.9,33.8,37.1,,1.81,342.3,0.672,406.0,2.3,6.37,1856.0,8.96,10763.1,120778.23,-110015.13,33.2,29.2
1547,2023,Rabi,Rice,Chhattisgarh,Medium,2.61,Alluvial,7.07,Traditional,Canal,269.2,23.2,65.5,89.6,3.5,395.0,1.324,173.0,5.231,13.65,1901.4,5.52,24519.99,114250.16,-89730.17,26.4,18.3
1548,2023,Rabi,Mustard,Bihar,Small,1.85,Clay,6.17,High-Yield Variety,Sprinkler,303.3,21.5,58.2,134.2,4.56,311.1,0.899,249.0,2.797,5.17,2054.6,4.01,10196.87,88884.42,-78687.55,8.2,7.2
1549,2021,Rabi,Sugarcane,West Bengal,Small,3.13,Black,7.12,High-Yield Variety,Sprinkler,203.7,15.2,53.8,108.8,2.66,253.0,13.271,248.0,33.575,105.09,2027.0,7.5,197029.51,136199.04,60830.47,12.4,10.1
1550,2024,Kharif,Wheat,Jharkhand,Medium,3.57,Alluvial,7.35,High-Yield Variety,Borewell,782.0,23.7,77.2,118.9,1.69,539.9,0.959,398.0,5.179,18.49,2027.1,9.03,34097.69,174256.01,-140158.32,36.1,22.7
1551,2022,Rabi,Mustard,Punjab,Small,1.45,Clay,6.51,High-Yield Variety,Drip,188.8,27.2,50.2,183.1,3.55,190.9,1.761,385.0,3.362,4.87,,7.87,9009.75,68154.52,-59144.77,26.6,18.1
1552,2023,Kharif,Wheat,Assam,Small,3.59,Alluvial,6.08,Traditional,Drip,757.4,31.2,80.3,137.2,4.25,320.6,1.956,308.0,6.27,22.51,1760.6,5.68,37378.06,172399.76,-135021.7,37.2,38.9
1553,2024,Kharif,Barley,Punjab,Small,2.12,Sandy,6.21,High-Yield Variety,Borewell,787.8,32.7,76.5,140.6,2.83,611.2,0.724,241.0,4.425,9.38,,8.94,16849.55,105582.59,-88733.04,37.5,38.2
1554,2021,Rabi,Mustard,West Bengal,Small,1.56,Alluvial,7.79,High-Yield Variety,Sprinkler,118.9,23.7,66.4,179.0,3.6,213.4,1.616,229.0,3.448,5.38,1968.4,4.97,10064.06,76997.06,-66933.0,14.1,8.7
1555,2022,Kharif,Sugarcane,West Bengal,Small,2.28,Loamy,7.1,High-Yield Variety,Rainfed,835.5,29.4,76.3,120.6,4.03,321.5,8.902,344.0,28.62,65.25,1935.6,5.44,119427.38,111085.91,8341.47,41.7,43.4
1556,2021,Rabi,Sugarcane,Assam,Medium,1.38,Loamy,6.79,High-Yield Variety,Rainfed,246.2,23.4,57.4,146.1,3.06,182.4,13.6,311.0,24.806,34.23,2338.2,7.45,74076.49,71573.34,2503.15,15.1,12.0
1557,2023,Rabi,Mustard,Uttar Pradesh,Large,3.47,Clay,6.52,High-Yield Variety,Canal,222.7,22.3,53.3,138.7,2.66,324.3,0.779,292.0,2.525,8.76,1953.4,7.92,15755.75,155233.67,-139477.92,34.7,32.6
1558,2024,Kharif,Groundnut,Bihar,Medium,0.93,Loamy,7.13,High-Yield Variety,Rainfed,804.2,28.5,73.2,153.8,4.57,276.5,1.388,232.0,3.839,3.57,1586.0,4.98,5379.67,53180.49,-47800.82,36.3,23.1
1559,2024,Kharif,Wheat,Odisha,Medium,1.59,Black,6.13,Traditional,Rainfed,832.8,31.0,65.1,113.8,4.13,299.7,1.379,265.0,4.132,6.57,1920.5,8.27,11573.78,89293.63,-77719.85,47.6,35.0
1560,2024,Rabi,Soybean,Uttar Pradesh,Medium,2.99,Sandy,6.94,Traditional,Rainfed,233.7,23.8,57.9,164.0,1.89,195.7,1.404,127.0,2.747,8.21,2021.0,6.81,15462.66,129887.3,-114424.64,27.9,25.4
1561,2022,Kharif,Maize,Chhattisgarh,Small,3.54,Sandy,6.46,High-Yield Variety,Rainfed,914.1,30.0,84.7,103.4,3.07,321.4,1.434,234.0,4.608,16.31,1744.6,4.96,27043.72,177070.21,-150026.49,29.4,30.3
1562,2023,Rabi,Sugarcane,West Bengal,Small,3.77,Clay,7.59,High-Yield Variety,Borewell,238.1,22.1,54.5,112.9,4.46,349.1,8.593,294.0,30.002,113.11,1954.2,16.0,185681.91,169308.16,16373.75,19.3,17.9
1563,2021,Rabi,Mustard,Bihar,Medium,4.05,Clay,6.97,Traditional,Borewell,275.9,21.9,51.2,100.5,3.85,351.9,0.606,318.0,2.133,8.64,1925.2,5.72,15682.32,176678.44,-160996.12,38.2,40.8
1564,2024,Kharif,Mustard,Odisha,Medium,0.9,Loamy,7.34,High-Yield Variety,Borewell,,30.9,83.3,154.5,3.46,538.7,0.673,280.0,3.624,3.26,1747.2,6.3,5337.02,57883.45,-52546.43,36.2,38.7
1565,2021,Zaid,Wheat,Punjab,Small,2.13,Clay,6.91,High-Yield Variety,Rainfed,71.0,34.6,37.4,95.0,4.3,154.5,2.396,305.0,3.703,7.89,1601.0,5.54,11931.55,91669.4,-79737.85,28.9,27.1
1566,2022,Kharif,Barley,Assam,Large,1.06,Alluvial,6.86,Traditional,Rainfed,860.5,28.2,76.8,151.6,1.8,300.6,1.36,195.0,4.087,4.33,1813.6,11.9,6917.96,52885.52,-45967.56,39.6,43.5
1567,2024,Kharif,Wheat,Jharkhand,Small,1.83,Clay,6.61,High-Yield Variety,Rainfed,679.6,26.9,78.7,117.8,5.42,258.1,1.559,234.0,4.022,7.36,1869.5,7.79,12687.56,97061.33,-84373.77,45.6,46.9
1568,2023,Zaid,Mustard,Punjab,Small,1.63,Sandy,6.33,High-Yield Variety,Rainfed,88.6,34.4,56.1,111.1,3.99,84.9,1.581,218.0,1.343,2.19,1534.2,7.28,3115.39,70320.57,-67205.18,33.3,23.0
1569,2021,Kharif,Maize,Bihar,Medium,2.91,Loamy,6.43,High-Yield Variety,Rainfed,840.1,28.8,73.8,116.3,4.7,296.4,1.923,444.0,5.701,16.59,1775.9,4.96,28001.04,146341.15,-118340.11,17.3,16.0
1570,2021,Kharif,Soybean,Uttar Pradesh,Medium,1.77,Loamy,6.17,High-Yield Variety,Canal,862.6,33.1,72.6,139.5,3.67,526.9,0.712,394.0,3.752,6.64,1801.7,3.18,11582.64,86869.85,-75287.21,29.1,30.0
1571,2022,Rabi,Barley,Jharkhand,Small,1.2,Alluvial,6.87,Traditional,Borewell,248.2,23.0,49.7,158.7,4.0,322.3,1.255,352.0,4.045,4.85,2023.6,4.74,9349.43,68452.39,-59102.96,34.2,30.6
1572,2023,Rabi,Maize,Chhattisgarh,Small,2.75,Clay,6.93,High-Yield Variety,Borewell,118.9,21.9,63.4,152.5,3.08,308.0,1.812,338.0,5.581,15.35,1878.5,7.9,26556.63,120359.97,-93803.34,14.4,11.5
1573,2024,Kharif,Wheat,Jharkhand,Small,2.31,Loamy,7.26,High-Yield Variety,Sprinkler,797.2,26.9,78.2,133.8,2.1,468.3,1.249,150.0,5.847,13.51,1890.9,7.56,23615.4,113470.33,-89854.93,38.7,37.6
1574,2021,Zaid,Barley,Uttar Pradesh,Large,2.66,Sandy,6.8,High-Yield Variety,Rainfed,136.0,33.0,43.1,77.5,3.45,188.1,1.404,263.0,2.641,7.03,1764.4,10.61,11086.95,115240.82,-104153.87,34.3,32.1
1575,2022,Rabi,Sugarcane,Jharkhand,Small,1.39,Black,5.92,High-Yield Variety,Sprinkler,202.2,20.4,66.4,117.8,3.22,233.5,14.006,304.0,32.7,45.45,2237.7,7.8,93768.89,64487.25,29281.64,20.1,21.1
1576,2023,Kharif,Barley,Bihar,Small,0.91,Alluvial,6.62,Traditional,Canal,777.2,29.1,71.8,107.3,5.52,448.9,1.159,373.0,5.2,4.73,1772.0,7.14,7783.1,57094.24,-49311.14,45.5,29.9
1577,2024,Rabi,Barley,Bihar,Small,1.5,Alluvial,6.43,High-Yield Variety,Rainfed,176.4,18.5,53.8,128.1,2.99,192.1,1.516,275.0,2.912,4.37,2120.9,7.4,8582.15,71422.5,-62840.35,25.8,24.4
1578,2022,Kharif,Barley,Jharkhand,Medium,5.59,Loamy,5.89,Traditional,Canal,676.2,31.5,78.1,94.9,2.83,501.8,0.919,385.0,4.614,25.79,1855.3,10.91,42629.62,267349.24,-224719.62,47.2,36.9
1579,2024,Kharif,Soybean,Chhattisgarh,Medium,3.35,Black,7.01,High-Yield Variety,Drip,789.4,29.7,82.1,113.5,5.08,355.1,1.466,205.0,5.206,17.44,1826.9,4.42,30452.58,160836.07,-130383.49,31.3,27.6
1580,2021,Kharif,Barley,Bihar,Medium,1.42,Loamy,7.24,Traditional,Borewell,805.0,25.3,80.6,114.9,4.9,600.1,0.85,313.0,5.101,7.24,1895.8,7.52,12693.23,80340.14,-67646.91,40.3,43.3
1581,2021,Kharif,Wheat,West Bengal,Medium,2.5,Black,7.37,High-Yield Variety,Rainfed,,28.4,77.9,132.1,1.54,275.6,1.655,278.0,4.561,11.4,2068.8,3.93,22657.59,131300.52,-108642.93,37.4,36.2
1582,2021,Kharif,Sugarcane,Chhattisgarh,Medium,3.1,Sandy,6.6,Traditional,Canal,843.9,29.7,86.8,132.5,4.87,577.1,6.197,311.0,35.764,110.87,2101.1,7.79,214794.79,157807.52,56987.27,49.0,43.0
1583,2024,Rabi,Soybean,Chhattisgarh,Small,1.24,Black,6.71,Traditional,Canal,275.2,20.0,62.8,67.9,4.02,380.0,1.045,58.0,3.973,4.93,2158.2,6.0,10001.66,58853.12,-48851.46,24.5,26.7
1584,2023,Kharif,Maize,Chhattisgarh,Medium,1.31,Black,6.53,High-Yield Variety,Canal,873.1,32.5,85.1,121.6,3.39,547.6,1.172,331.0,6.418,8.41,1708.2,6.56,13423.07,74737.28,-61314.21,44.5,34.7
1585,2022,Kharif,Sugarcane,Bihar,Large,3.13,Sandy,7.03,High-Yield Variety,Sprinkler,720.6,26.5,78.9,102.2,1.65,431.0,8.728,275.0,37.619,117.75,2181.4,9.63,232134.51,153153.78,78980.73,47.9,30.2
1586,2022,Kharif,Maize,Chhattisgarh,Small,2.58,Loamy,6.88,High-Yield Variety,Drip,866.1,26.9,83.1,147.3,4.35,343.7,2.081,190.0,7.153,18.46,1892.6,11.71,30847.59,128970.4,-98122.81,45.5,49.7
